image_id,breed,species,split,center_x,center_y,xmin,ymin,xmax,ymax,normalized_area
crested_auklet_0053_794966,crested_auklet,bird,test,0.507,0.490872,118,9,389,475,0.5123164300202839
crested_auklet_0062_794968,crested_auklet,bird,train,0.502058,0.519643,58,50,186,241,0.3593180482069371
crested_auklet_0073_785248,crested_auklet,bird,train,0.614,0.258258,209,22,405,150,0.15067867867867868
crested_auklet_0067_785249,crested_auklet,bird,train,0.763,0.577694,317,96,446,365,0.17393984962406014
crested_auklet_0066_785251,crested_auklet,bird,train,0.469412,0.55,52,63,347,487,0.5886117647058824
crested_auklet_0076_785252,crested_auklet,bird,train,0.467073,0.528,60,66,323,462,0.508039024390244
crested_auklet_0068_785253,crested_auklet,bird,test,0.619,0.543413,236,125,383,238,0.09946706586826347
crested_auklet_0071_785255,crested_auklet,bird,train,0.5,0.5,0,0,500,375,1.0
crested_auklet_0077_785257,crested_auklet,bird,train,0.553899,0.613,189,235,294,378,0.06887614678899083
crested_auklet_0069_785258,crested_auklet,bird,train,0.264,0.39233,78,73,186,193,0.07646017699115044
crested_auklet_0075_785259,crested_auklet,bird,train,0.406,0.542667,130,145,276,262,0.091104
crested_auklet_0072_785260,crested_auklet,bird,train,0.54,0.640496,177,146,363,319,0.1772892561983471
crested_auklet_0070_785261,crested_auklet,bird,test,0.575,0.490074,133,20,442,375,0.5443920595533499
crested_auklet_0063_794901,crested_auklet,bird,train,0.464,0.488806,38,17,426,376,0.6929950248756219
crested_auklet_0036_794905,crested_auklet,bird,test,0.480066,0.466667,6,6,283,428,0.8351659343407281
crested_auklet_0030_794937,crested_auklet,bird,train,0.531,0.523753,177,27,354,414,0.3254109263657957
crested_auklet_0040_794912,crested_auklet,bird,train,0.302985,0.588,10,157,193,431,0.299355223880597
crested_auklet_0048_1791,crested_auklet,bird,test,0.480053,0.307,120,82,241,225,0.09203723404255319
least_auklet_0035_1888,least_auklet,bird,train,0.551,0.5075,82,22,469,384,0.70047
least_auklet_0050_1924,least_auklet,bird,train,0.45,0.563,90,125,270,438,0.2817
least_auklet_0058_1931,least_auklet,bird,train,0.603,0.600601,205,94,398,306,0.24574174174174174
least_auklet_0014_1901,least_auklet,bird,test,0.48,0.526667,144,31,336,364,0.340992
least_auklet_0016_1903,least_auklet,bird,train,0.476134,0.518,59,34,340,484,0.6035799522673031
least_auklet_0040_795100,least_auklet,bird,train,0.523333,0.486014,89,52,225,226,0.2758041958041958
least_auklet_0015_795065,least_auklet,bird,train,0.393,0.552139,99,102,294,311,0.21794117647058822
least_auklet_0026_795066,least_auklet,bird,train,0.382,0.490991,96,61,286,266,0.23393393393393394
least_auklet_0043_795067,least_auklet,bird,train,0.430556,0.444186,92,90,218,292,0.1644186046511628
least_auklet_0032_795068,least_auklet,bird,test,0.384615,0.482,23,78,277,404,0.4246358974358974
least_auklet_0045_795069,least_auklet,bird,train,0.342025,0.544,28,133,195,411,0.28482208588957053
least_auklet_0008_795071,least_auklet,bird,train,0.503571,0.513072,5,4,136,153,0.9112511671335201
least_auklet_0012_795074,least_auklet,bird,train,0.5,0.522667,157,50,343,342,0.289664
least_auklet_0018_795077,least_auklet,bird,train,0.453593,0.533,54,118,249,415,0.34679640718562876
least_auklet_0020_795080,least_auklet,bird,train,0.42418,0.493,57,90,357,403,0.3848360655737705
least_auklet_0039_795081,least_auklet,bird,test,0.288,0.546667,42,36,246,374,0.367744
least_auklet_0017_795084,least_auklet,bird,train,0.478378,0.543,81,107,273,436,0.34144864864864866
least_auklet_0025_795087,least_auklet,bird,test,0.483025,0.321,103,89,210,232,0.09445061728395061
least_auklet_0052_795088,least_auklet,bird,train,0.63,0.55,74,89,178,241,0.2634666666666667
least_auklet_0027_795091,least_auklet,bird,train,0.624251,0.532,95,111,322,421,0.42137724550898203
least_auklet_0010_795092,least_auklet,bird,train,0.613636,0.560606,62,65,208,305,0.4826446280991736
least_auklet_0028_795094,least_auklet,bird,test,0.487143,0.482857,69,59,272,279,0.36457142857142855
least_auklet_0060_795095,least_auklet,bird,train,0.445,0.504505,120,37,325,299,0.3225825825825826
least_auklet_0034_795096,least_auklet,bird,train,0.481667,0.51,24,21,265,438,0.7444222222222222
least_auklet_0042_1874,least_auklet,bird,train,0.418,0.505988,75,58,343,280,0.3562634730538922
least_auklet_0055_795106,least_auklet,bird,test,0.477,0.482495,52,35,425,406,0.6056148796498906
least_auklet_0041_795107,least_auklet,bird,test,0.544053,0.497143,56,54,191,294,0.407803650094399
least_auklet_0011_795109,least_auklet,bird,train,0.497596,0.516204,14,8,193,215,0.8247195512820513
least_auklet_0004_795112,least_auklet,bird,test,0.516317,0.501471,120,120,323,221,0.1405662964486494
least_auklet_0023_1898,least_auklet,bird,test,0.504,0.618619,116,95,388,317,0.3626666666666667
least_auklet_0030_795116,least_auklet,bird,train,0.408136,0.654618,80,82,231,244,0.25785029883312777
least_auklet_0046_795118,least_auklet,bird,test,0.530556,0.555556,109,94,273,306,0.2682716049382716
least_auklet_0005_795119,least_auklet,bird,test,0.428044,0.534653,31,107,201,325,0.3384969493259289
least_auklet_0024_795120,least_auklet,bird,train,0.357934,0.628713,1,106,193,402,0.5190895473311169
least_auklet_0029_795122,least_auklet,bird,train,0.434406,0.494465,95,69,256,199,0.19116948595228528
least_auklet_0007_795123,least_auklet,bird,train,0.53,0.54771,17,25,195,262,0.8050763358778626
least_auklet_0057_795126,least_auklet,bird,train,0.706128,0.613,175,217,332,396,0.15656267409470753
least_auklet_0021_795127,least_auklet,bird,train,0.472,0.470657,122,70,350,331,0.27938028169014084
least_auklet_0054_795130,least_auklet,bird,train,0.572202,0.406,85,87,232,319,0.24623826714801444
least_auklet_0038_795132,least_auklet,bird,train,0.4,0.41555,134,74,266,236,0.11465951742627346
least_auklet_0063_795134,least_auklet,bird,train,0.492009,0.481,21,10,410,471,0.8188538812785389
parakeet_auklet_0004_795921,parakeet_auklet,bird,train,0.515075,0.498,71,77,339,421,0.46327638190954773
parakeet_auklet_0017_795924,parakeet_auklet,bird,test,0.614,0.504098,138,55,476,314,0.47837158469945357
parakeet_auklet_0027_795925,parakeet_auklet,bird,train,0.423944,0.551,56,89,245,462,0.3971661971830986
parakeet_auklet_0056_795926,parakeet_auklet,bird,train,0.375,0.55618,13,42,362,354,0.6117303370786517
parakeet_auklet_0012_795927,parakeet_auklet,bird,train,0.587644,0.472,106,92,303,380,0.3260689655172414
parakeet_auklet_0072_795929,parakeet_auklet,bird,test,0.744776,0.523,194,139,305,384,0.16235820895522388
parakeet_auklet_0030_795930,parakeet_auklet,bird,test,0.394521,0.36,71,66,217,294,0.1824
parakeet_auklet_0007_795932,parakeet_auklet,bird,train,0.465753,0.572016,117,45,223,233,0.22468008343198603
parakeet_auklet_0041_795933,parakeet_auklet,bird,train,0.419565,0.547753,40,22,153,173,0.416780654616512
parakeet_auklet_0035_795934,parakeet_auklet,bird,train,0.481429,0.484979,66,87,271,365,0.34941753525444513
parakeet_auklet_0038_795935,parakeet_auklet,bird,train,0.585227,0.567,68,133,344,434,0.47202272727272726
parakeet_auklet_0069_795936,parakeet_auklet,bird,train,0.567,0.561275,138,73,429,385,0.4450588235294118
parakeet_auklet_0073_795939,parakeet_auklet,bird,train,0.414,0.510174,145,94,269,257,0.11751162790697675
parakeet_auklet_0058_795942,parakeet_auklet,bird,test,0.659875,0.561458,126,147,295,392,0.27040882967607105
parakeet_auklet_0036_795943,parakeet_auklet,bird,train,0.498,0.514667,162,11,336,375,0.337792
parakeet_auklet_0028_795944,parakeet_auklet,bird,train,0.592437,0.622,120,172,303,450,0.28500840336134453
parakeet_auklet_0020_795947,parakeet_auklet,bird,test,0.566952,0.577,88,96,310,481,0.487008547008547
parakeet_auklet_0043_795948,parakeet_auklet,bird,train,0.528,0.493994,185,6,343,323,0.3008168168168168
parakeet_auklet_0045_795953,parakeet_auklet,bird,train,0.629477,0.51,105,96,352,414,0.4327603305785124
parakeet_auklet_0064_795954,parakeet_auklet,bird,test,0.588319,0.524,94,92,319,432,0.4358974358974359
parakeet_auklet_0039_795955,parakeet_auklet,bird,test,0.386,0.453333,112,31,274,309,0.240192
parakeet_auklet_0047_795956,parakeet_auklet,bird,train,0.391599,0.607,50,164,239,443,0.28580487804878046
parakeet_auklet_0050_795957,parakeet_auklet,bird,test,0.578,0.548209,149,64,429,334,0.41652892561983473
parakeet_auklet_0062_795958,parakeet_auklet,bird,train,0.42562,0.533,48,107,261,426,0.37436363636363634
parakeet_auklet_0031_795960,parakeet_auklet,bird,test,0.375,0.416168,92,39,283,239,0.22874251497005987
parakeet_auklet_0042_795961,parakeet_auklet,bird,train,0.61,0.488506,123,32,487,308,0.5773793103448276
parakeet_auklet_0026_795962,parakeet_auklet,bird,test,0.501497,0.628,81,141,254,487,0.3584311377245509
parakeet_auklet_0055_795963,parakeet_auklet,bird,test,0.662,0.498503,218,48,444,285,0.3207305389221557
parakeet_auklet_0067_795964,parakeet_auklet,bird,test,0.372754,0.375,50,81,199,294,0.19004191616766467
parakeet_auklet_0080_795965,parakeet_auklet,bird,train,0.567,0.580556,169,89,398,329,0.30533333333333335
parakeet_auklet_0015_795966,parakeet_auklet,bird,test,0.511429,0.438571,61,83,297,224,0.2716408163265306
parakeet_auklet_0065_795969,parakeet_auklet,bird,train,0.493333,0.472441,60,49,236,191,0.3279790026246719
parakeet_auklet_0013_795970,parakeet_auklet,bird,test,0.428,0.510667,33,72,395,311,0.46142933333333336
parakeet_auklet_0051_795971,parakeet_auklet,bird,test,0.506,0.594595,164,84,342,312,0.24374774774774774
parakeet_auklet_0001_795972,parakeet_auklet,bird,train,0.606287,0.514,90,100,315,414,0.4230538922155689
parakeet_auklet_0059_795973,parakeet_auklet,bird,train,0.321,0.314371,65,47,256,163,0.13267065868263472
parakeet_auklet_0040_795974,parakeet_auklet,bird,test,0.640845,0.566,248,170,389,396,0.1282334004024145
parakeet_auklet_0025_795975,parakeet_auklet,bird,train,0.498908,0.51,114,92,343,418,0.326
parakeet_auklet_0074_795976,parakeet_auklet,bird,train,0.567,0.587977,78,61,489,340,0.6725454545454546
parakeet_auklet_0016_795977,parakeet_auklet,bird,test,0.602,0.537791,185,49,417,321,0.3668837209302326
parakeet_auklet_0048_795980,parakeet_auklet,bird,train,0.525449,0.536,81,62,270,474,0.4662754491017964
parakeet_auklet_0075_795981,parakeet_auklet,bird,test,0.482,0.549,142,111,340,438,0.258984
parakeet_auklet_0003_795982,parakeet_auklet,bird,train,0.606607,0.531,90,57,314,474,0.561009009009009
parakeet_auklet_0032_795986,parakeet_auklet,bird,train,0.524793,0.614706,9,40,118,169,0.6835683033543997
parakeet_auklet_0019_795987,parakeet_auklet,bird,train,0.430131,0.536972,0,22,197,283,0.7905929023925211
parakeet_auklet_0061_795990,parakeet_auklet,bird,test,0.452055,0.473,48,82,282,391,0.3961972602739726
parakeet_auklet_0008_795992,parakeet_auklet,bird,test,0.505,0.51519,123,30,382,377,0.45505316455696204
parakeet_auklet_0034_795994,parakeet_auklet,bird,test,0.381944,0.466279,47,76,228,325,0.29114341085271317
parakeet_auklet_0010_795995,parakeet_auklet,bird,test,0.448087,0.554,49,155,279,399,0.30666666666666664
parakeet_auklet_0070_795998,parakeet_auklet,bird,test,0.43,0.536667,9,12,163,149,0.7032666666666667
parakeet_auklet_0076_796001,parakeet_auklet,bird,train,0.47486,0.535,86,90,254,445,0.33318435754189946
parakeet_auklet_0078_2004,parakeet_auklet,bird,train,0.484985,0.535,73,67,250,468,0.4262882882882883
parakeet_auklet_0024_2045,parakeet_auklet,bird,train,0.612219,0.413,178,129,313,284,0.1043640897755611
rhinoceros_auklet_0028_2056,rhinoceros_auklet,bird,train,0.494,0.464179,28,72,466,239,0.4366925373134328
rhinoceros_auklet_0020_2195,rhinoceros_auklet,bird,train,0.561,0.431,172,148,389,283,0.11718
rhinoceros_auklet_0021_2089,rhinoceros_auklet,bird,train,0.495,0.513932,0,10,495,322,0.9562848297213622
rhinoceros_auklet_0043_2096,rhinoceros_auklet,bird,train,0.36,0.506361,0,6,360,392,0.7071755725190839
rhinoceros_auklet_0042_2101,rhinoceros_auklet,bird,test,0.471,0.615616,3,78,468,332,0.7093693693693693
rhinoceros_auklet_0027_797496,rhinoceros_auklet,bird,test,0.417,0.602102,30,112,387,289,0.37951351351351353
rhinoceros_auklet_0034_797497,rhinoceros_auklet,bird,test,0.372619,0.4,76,61,237,163,0.13964285714285715
rhinoceros_auklet_0037_797499,rhinoceros_auklet,bird,test,0.613,0.530864,202,67,411,363,0.30550123456790124
rhinoceros_auklet_0023_797501,rhinoceros_auklet,bird,train,0.435,0.369333,160,87,275,190,0.06317333333333333
rhinoceros_auklet_0044_797502,rhinoceros_auklet,bird,test,0.550607,0.479866,49,19,223,124,0.4964269217183382
rhinoceros_auklet_0040_797503,rhinoceros_auklet,bird,test,0.498721,0.507,90,98,300,409,0.3340664961636829
rhinoceros_auklet_0016_2114,rhinoceros_auklet,bird,train,0.494,0.469697,69,60,425,312,0.4530909090909091
rhinoceros_auklet_0025_797508,rhinoceros_auklet,bird,test,0.488,0.417929,127,108,361,223,0.1359090909090909
rhinoceros_auklet_0030_797509,rhinoceros_auklet,bird,train,0.405,0.432507,54,99,351,215,0.18981818181818183
rhinoceros_auklet_0051_797510,rhinoceros_auklet,bird,test,0.51625,0.4625,126,82,287,214,0.16603125
rhinoceros_auklet_0006_797512,rhinoceros_auklet,bird,train,0.558571,0.400344,46,38,345,195,0.4609032891507118
rhinoceros_auklet_0019_797513,rhinoceros_auklet,bird,train,0.34375,0.563793,52,75,223,252,0.26092241379310344
rhinoceros_auklet_0041_797515,rhinoceros_auklet,bird,test,0.4975,0.435374,14,34,384,222,0.5914965986394558
rhinoceros_auklet_0032_797516,rhinoceros_auklet,bird,train,0.576923,0.498188,87,7,453,268,0.7395484949832776
rhinoceros_auklet_0018_797517,rhinoceros_auklet,bird,train,0.514,0.41018,105,54,409,220,0.30217964071856285
rhinoceros_auklet_0031_797518,rhinoceros_auklet,bird,train,0.465,0.54,48,61,417,344,0.556944
rhinoceros_auklet_0026_797519,rhinoceros_auklet,bird,train,0.460714,0.471429,77,77,310,187,0.2179421768707483
rhinoceros_auklet_0029_797520,rhinoceros_auklet,bird,train,0.428,0.449333,127,92,301,245,0.141984
rhinoceros_auklet_0007_797521,rhinoceros_auklet,bird,train,0.360048,0.418333,25,43,276,208,0.33026315789473687
rhinoceros_auklet_0014_797522,rhinoceros_auklet,bird,train,0.46875,0.466899,23,47,352,221,0.49865853658536585
rhinoceros_auklet_0024_797529,rhinoceros_auklet,bird,train,0.490361,0.48893,88,37,319,228,0.3923087182679056
rhinoceros_auklet_0011_797530,rhinoceros_auklet,bird,train,0.508333,0.532374,8,18,297,278,0.9009592326139089
rhinoceros_auklet_0008_797531,rhinoceros_auklet,bird,train,0.505,0.460751,96,79,409,191,0.2392901023890785
rhinoceros_auklet_0046_797532,rhinoceros_auklet,bird,test,0.48,0.491018,51,27,189,137,0.3635928143712575
rhinoceros_auklet_0050_797534,rhinoceros_auklet,bird,train,0.552,0.494,71,84,481,410,0.53464
rhinoceros_auklet_0003_797535,rhinoceros_auklet,bird,test,0.56125,0.527668,86,42,363,225,0.500899209486166
rhinoceros_auklet_0045_797536,rhinoceros_auklet,bird,test,0.313,0.584,33,168,280,270,0.134368
rhinoceros_auklet_0013_797537,rhinoceros_auklet,bird,train,0.516,0.483232,56,71,202,246,0.31158536585365854
rhinoceros_auklet_0001_797538,rhinoceros_auklet,bird,test,0.554,0.433168,72,35,205,140,0.27653465346534656
rhinoceros_auklet_0009_797539,rhinoceros_auklet,bird,train,0.5375,0.566406,20,20,152,125,0.6767578125
rhinoceros_auklet_0004_797541,rhinoceros_auklet,bird,test,0.394,0.532857,19,36,375,337,0.61232
rhinoceros_auklet_0049_797543,rhinoceros_auklet,bird,train,0.51087,0.541139,40,31,195,140,0.46491469455145845
rhinoceros_auklet_0038_797544,rhinoceros_auklet,bird,train,0.356,0.659341,13,107,343,253,0.35296703296703297
rhinoceros_auklet_0010_797545,rhinoceros_auklet,bird,train,0.384,0.386792,59,15,325,190,0.35132075471698115
rhinoceros_auklet_0017_2155,rhinoceros_auklet,bird,train,0.31,0.538667,31,119,279,285,0.21956266666666666
rhinoceros_auklet_0015_2160,rhinoceros_auklet,bird,train,0.512,0.485258,145,103,367,292,0.2061818181818182
rhinoceros_auklet_0012_2161,rhinoceros_auklet,bird,train,0.487,0.437151,161,82,326,231,0.1373463687150838
rhinoceros_auklet_0048_2162,rhinoceros_auklet,bird,test,0.488,0.502667,109,72,379,305,0.33552
rhinoceros_auklet_0035_2166,rhinoceros_auklet,bird,test,0.577,0.512012,146,96,431,245,0.25504504504504505
rhinoceros_auklet_0033_2169,rhinoceros_auklet,bird,train,0.412,0.505333,54,75,358,304,0.37128533333333336
rhinoceros_auklet_0022_2170,rhinoceros_auklet,bird,test,0.642,0.543544,227,130,415,232,0.11517117117117118
rhinoceros_auklet_0005_2111,rhinoceros_auklet,bird,train,0.503,0.528,4,29,499,499,0.9306
rhinoceros_auklet_0039_2174,rhinoceros_auklet,bird,test,0.42,0.483483,157,111,263,211,0.06366366366366366
brewer_blackbird_0099_2560,brewer_blackbird,bird,test,0.604,0.548589,107,34,497,316,0.6895297805642633
brewer_blackbird_0139_2567,brewer_blackbird,bird,train,0.464072,0.608,7,122,303,486,0.6451736526946108
brewer_blackbird_0140_2586,brewer_blackbird,bird,train,0.496,0.467,90,77,282,390,0.320512
brewer_blackbird_0082_2593,brewer_blackbird,bird,train,0.399,0.489333,77,41,322,326,0.3724
brewer_blackbird_0135_2607,brewer_blackbird,bird,train,0.481333,0.548,90,119,271,429,0.2992533333333333
brewer_blackbird_0106_2608,brewer_blackbird,bird,test,0.407,0.568571,104,120,303,278,0.17966857142857143
brewer_blackbird_0095_2610,brewer_blackbird,bird,train,0.445,0.572,76,77,369,352,0.42973333333333336
brewer_blackbird_0035_2611,brewer_blackbird,bird,train,0.556,0.540193,73,72,483,264,0.5062379421221865
brewer_blackbird_0111_2613,brewer_blackbird,bird,train,0.558,0.451952,117,48,441,253,0.3989189189189189
brewer_blackbird_0009_2616,brewer_blackbird,bird,test,0.531,0.458629,102,104,429,284,0.2782978723404255
brewer_blackbird_0102_2620,brewer_blackbird,bird,test,0.638,0.542746,201,114,437,305,0.23355440414507772
brewer_blackbird_0087_2622,brewer_blackbird,bird,train,0.68,0.722222,192,181,488,352,0.27434146341463417
brewer_blackbird_0026_2625,brewer_blackbird,bird,train,0.425,0.494966,42,37,383,258,0.5057785234899329
